,股票代码,股票简称,截止日期,行业名称,所属省份,股权性质
6689,600885,宏发股份,2023,电气机械和器材制造业,湖北省,民营
6690,600889,南京化纤,2018,化学纤维制造业,江苏省,国企
6691,600889,南京化纤,2019,化学纤维制造业,江苏省,国企
6692,600889,南京化纤,2020,化学纤维制造业,江苏省,国企
6693,600889,南京化纤,2021,化学纤维制造业,江苏省,国企
6694,600889,南京化纤,2022,化学纤维制造业,江苏省,国企
6695,600889,南京化纤,2023,化学纤维制造业,江苏省,国企
6696,600893,航发动力,2018,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
6697,600893,航发动力,2019,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
6698,600893,航发动力,2020,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
6699,600893,航发动力,2021,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
6700,600893,航发动力,2022,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
6701,600893,航发动力,2023,铁路、船舶、航空航天和其他运输设备制造业,陕西省,国企
6702,600894,广日股份,2018,通用设备制造业,广东省,国企
6703,600894,广日股份,2019,通用设备制造业,广东省,国企
6704,600894,广日股份,2020,通用设备制造业,广东省,国企
6705,600894,广日股份,2021,通用设备制造业,广东省,国企
6706,600894,广日股份,2022,通用设备制造业,广东省,国企
6707,600894,广日股份,2023,通用设备制造业,广东省,国企
6708,600933,爱柯迪,2018,汽车制造业,浙江省,民营
6709,600933,爱柯迪,2019,汽车制造业,浙江省,民营
6710,600933,爱柯迪,2020,汽车制造业,浙江省,民营
6711,600933,爱柯迪,2021,汽车制造业,浙江省,民营
6712,600933,爱柯迪,2022,汽车制造业,浙江省,民营
6713,600933,爱柯迪,2023,汽车制造业,浙江省,民营
6714,600960,渤海汽车,2018,汽车制造业,山东省,国企
6715,600960,渤海汽车,2019,汽车制造业,山东省,国企
6716,600960,渤海汽车,2020,汽车制造业,山东省,国企
6717,600960,渤海汽车,2021,汽车制造业,山东省,国企
6718,600960,渤海汽车,2022,汽车制造业,山东省,国企
6719,600960,渤海汽车,2023,汽车制造业,山东省,国企
6720,600961,株冶集团,2018,有色金属冶炼和压延加工业,湖南省,国企
6721,600961,株冶集团,2019,有色金属冶炼和压延加工业,湖南省,国企
6722,600961,株冶集团,2020,有色金属冶炼和压延加工业,湖南省,国企
6723,600961,株冶集团,2021,有色金属冶炼和压延加工业,湖南省,国企
6724,600961,株冶集团,2022,有色金属冶炼和压延加工业,湖南省,国企
6725,600961,株冶集团,2023,有色金属冶炼和压延加工业,湖南省,国企
6726,600962,国投中鲁,2018,酒、饮料和精制茶制造业,北京市,国企
6727,600962,国投中鲁,2019,酒、饮料和精制茶制造业,北京市,国企
6728,600962,国投中鲁,2020,酒、饮料和精制茶制造业,北京市,国企
6729,600962,国投中鲁,2021,酒、饮料和精制茶制造业,北京市,国企
6730,600962,国投中鲁,2022,酒、饮料和精制茶制造业,北京市,国企
6731,600962,国投中鲁,2023,酒、饮料和精制茶制造业,北京市,国企
6732,600963,岳阳林纸,2018,造纸和纸制品业,湖南省,国企
6733,600963,岳阳林纸,2019,造纸和纸制品业,湖南省,国企
6734,600963,岳阳林纸,2020,造纸和纸制品业,湖南省,国企
6735,600963,岳阳林纸,2021,造纸和纸制品业,湖南省,国企
6736,600963,岳阳林纸,2022,造纸和纸制品业,湖南省,国企
6737,600963,岳阳林纸,2023,造纸和纸制品业,湖南省,国企
6738,600966,博汇纸业,2018,造纸和纸制品业,山东省,民营
6739,600966,博汇纸业,2019,造纸和纸制品业,山东省,民营
6740,600966,博汇纸业,2020,造纸和纸制品业,山东省,外资
6741,600966,博汇纸业,2021,造纸和纸制品业,山东省,外资
6742,600966,博汇纸业,2022,造纸和纸制品业,山东省,外资
6743,600966,博汇纸业,2023,造纸和纸制品业,山东省,外资
6744,600967,内蒙一机,2018,铁路、船舶、航空航天和其他运输设备制造业,内蒙古自治区,国企
6745,600967,内蒙一机,2019,铁路、船舶、航空航天和其他运输设备制造业,内蒙古自治区,国企
6746,600967,内蒙一机,2020,铁路、船舶、航空航天和其他运输设备制造业,内蒙古自治区,国企
6747,600967,内蒙一机,2021,铁路、船舶、航空航天和其他运输设备制造业,内蒙古自治区,国企
6748,600967,内蒙一机,2022,铁路、船舶、航空航天和其他运输设备制造业,内蒙古自治区,国企
6749,600967,内蒙一机,2023,铁路、船舶、航空航天和其他运输设备制造业,内蒙古自治区,国企
6750,600983,惠而浦,2018,电气机械和器材制造业,安徽省,外资
6751,600983,惠而浦,2019,电气机械和器材制造业,安徽省,外资
6752,600983,惠而浦,2020,电气机械和器材制造业,安徽省,外资
6753,600983,惠而浦,2021,电气机械和器材制造业,安徽省,外资
6754,600983,惠而浦,2022,电气机械和器材制造业,安徽省,外资
6755,600983,惠而浦,2023,电气机械和器材制造业,安徽省,外资
6756,600987,航民股份,2018,纺织业,浙江省,民营
6757,600987,航民股份,2019,纺织业,浙江省,其他
6758,600987,航民股份,2020,纺织业,浙江省,其他
6759,600987,航民股份,2021,纺织业,浙江省,其他
6760,600987,航民股份,2022,纺织业,浙江省,其他
6761,600987,航民股份,2023,纺织业,浙江省,其他
6762,600992,贵绳股份,2018,金属制品业,贵州省,国企
6763,600992,贵绳股份,2019,金属制品业,贵州省,国企
6764,600992,贵绳股份,2020,金属制品业,贵州省,国企
6765,600992,贵绳股份,2021,金属制品业,贵州省,国企
6766,600992,贵绳股份,2022,金属制品业,贵州省,国企
6767,600992,贵绳股份,2023,金属制品业,贵州省,国企
6768,600997,开滦股份,2018,石油加工、炼焦和核燃料加工业,河北省,国企
6769,600997,开滦股份,2019,石油加工、炼焦和核燃料加工业,河北省,国企
6770,600997,开滦股份,2020,石油加工、炼焦和核燃料加工业,河北省,国企
6771,600997,开滦股份,2021,石油加工、炼焦和核燃料加工业,河北省,国企
6772,600997,开滦股份,2022,石油加工、炼焦和核燃料加工业,河北省,国企
6773,600997,开滦股份,2023,石油加工、炼焦和核燃料加工业,河北省,国企
6774,601002,晋亿实业,2018,通用设备制造业,浙江省,外资
6775,601002,晋亿实业,2019,通用设备制造业,浙江省,外资
6776,601002,晋亿实业,2020,通用设备制造业,浙江省,外资
6777,601002,晋亿实业,2021,通用设备制造业,浙江省,外资
6778,601002,晋亿实业,2022,通用设备制造业,浙江省,外资
6779,601002,晋亿实业,2023,通用设备制造业,浙江省,外资
6780,601003,柳钢股份,2018,黑色金属冶炼和压延加工业,广西壮族自治区,国企
6781,601003,柳钢股份,2019,黑色金属冶炼和压延加工业,广西壮族自治区,国企
6782,601003,柳钢股份,2020,黑色金属冶炼和压延加工业,广西壮族自治区,国企
6783,601003,柳钢股份,2021,黑色金属冶炼和压延加工业,广西壮族自治区,国企
6784,601003,柳钢股份,2022,黑色金属冶炼和压延加工业,广西壮族自治区,国企
6785,601003,柳钢股份,2023,黑色金属冶炼和压延加工业,广西壮族自治区,国企
6786,601005,重庆钢铁,2018,黑色金属冶炼和压延加工业,重庆市,国企
6787,601005,重庆钢铁,2019,黑色金属冶炼和压延加工业,重庆市,国企
6788,601005,重庆钢铁,2020,黑色金属冶炼和压延加工业,重庆市,国企
6789,601005,重庆钢铁,2021,黑色金属冶炼和压延加工业,重庆市,国企
6790,601005,重庆钢铁,2022,黑色金属冶炼和压延加工业,重庆市,国企
6791,601005,重庆钢铁,2023,黑色金属冶炼和压延加工业,重庆市,国企
6792,601011,宝泰隆,2018,石油加工、炼焦和核燃料加工业,黑龙江省,民营
6793,601011,宝泰隆,2019,石油加工、炼焦和核燃料加工业,黑龙江省,民营
6794,601011,宝泰隆,2020,石油加工、炼焦和核燃料加工业,黑龙江省,民营
6795,601011,宝泰隆,2021,石油加工、炼焦和核燃料加工业,黑龙江省,民营
6796,601011,宝泰隆,2022,石油加工、炼焦和核燃料加工业,黑龙江省,民营
6797,601011,宝泰隆,2023,石油加工、炼焦和核燃料加工业,黑龙江省,民营
6798,601012,隆基股份,2018,非金属矿物制品业,陕西省,民营
6799,601012,隆基股份,2019,非金属矿物制品业,陕西省,民营
6800,601012,隆基股份,2020,非金属矿物制品业,陕西省,民营
6801,601012,隆基股份,2021,电气机械和器材制造业,陕西省,民营
6802,601012,隆基绿能,2022,电气机械和器材制造业,陕西省,民营
6803,601012,隆基绿能,2023,电气机械和器材制造业,陕西省,民营
6804,601038,一拖股份,2018,专用设备制造业,河南省,国企
6805,601038,一拖股份,2019,专用设备制造业,河南省,国企
6806,601038,一拖股份,2020,专用设备制造业,河南省,国企
6807,601038,一拖股份,2021,专用设备制造业,河南省,国企
6808,601038,一拖股份,2022,专用设备制造业,河南省,国企
6809,601038,一拖股份,2023,专用设备制造业,河南省,国企
6810,601058,赛轮轮胎,2018,橡胶和塑料制品业,山东省,民营
6811,601058,赛轮轮胎,2019,橡胶和塑料制品业,山东省,民营
6812,601058,赛轮轮胎,2020,橡胶和塑料制品业,山东省,民营
6813,601058,赛轮轮胎,2021,橡胶和塑料制品业,山东省,民营
6814,601058,赛轮轮胎,2022,橡胶和塑料制品业,山东省,民营
6815,601058,赛轮轮胎,2023,橡胶和塑料制品业,山东省,民营
6816,601100,恒立液压,2018,专用设备制造业,江苏省,民营
6817,601100,恒立液压,2019,专用设备制造业,江苏省,民营
6818,601100,恒立液压,2020,专用设备制造业,江苏省,民营
6819,601100,恒立液压,2021,专用设备制造业,江苏省,民营
6820,601100,恒立液压,2022,专用设备制造业,江苏省,民营
6821,601100,恒立液压,2023,通用设备制造业,江苏省,民营
6822,601106,中国一重,2018,专用设备制造业,黑龙江省,国企
6823,601106,中国一重,2019,专用设备制造业,黑龙江省,国企
6824,601106,中国一重,2020,专用设备制造业,黑龙江省,国企
6825,601106,中国一重,2021,专用设备制造业,黑龙江省,国企
6826,601106,中国一重,2022,专用设备制造业,黑龙江省,国企
6827,601106,中国一重,2023,专用设备制造业,黑龙江省,国企
6828,601126,四方股份,2018,电气机械和器材制造业,北京市,民营
6829,601126,四方股份,2019,电气机械和器材制造业,北京市,民营
6830,601126,四方股份,2020,电气机械和器材制造业,北京市,民营
6831,601126,四方股份,2021,电气机械和器材制造业,北京市,民营
6832,601126,四方股份,2022,电气机械和器材制造业,北京市,民营
6833,601126,四方股份,2023,电气机械和器材制造业,北京市,民营
6834,601127,小康股份,2018,汽车制造业,重庆市,民营
6835,601127,小康股份,2019,汽车制造业,重庆市,民营
6836,601127,小康股份,2020,汽车制造业,重庆市,民营
6837,601127,小康股份,2021,汽车制造业,重庆市,民营
6838,601127,赛力斯,2022,汽车制造业,重庆市,民营
6839,601127,赛力斯,2023,汽车制造业,重庆市,民营
6840,601137,博威合金,2018,有色金属冶炼和压延加工业,浙江省,民营
6841,601137,博威合金,2019,有色金属冶炼和压延加工业,浙江省,民营
6842,601137,博威合金,2020,有色金属冶炼和压延加工业,浙江省,民营
6843,601137,博威合金,2021,有色金属冶炼和压延加工业,浙江省,民营
6844,601137,博威合金,2022,有色金属冶炼和压延加工业,浙江省,民营
6845,601137,博威合金,2023,有色金属冶炼和压延加工业,浙江省,民营
6846,601163,三角轮胎,2018,橡胶和塑料制品业,山东省,民营
6847,601163,三角轮胎,2019,橡胶和塑料制品业,山东省,民营
6848,601163,三角轮胎,2020,橡胶和塑料制品业,山东省,民营
6849,601163,三角轮胎,2021,橡胶和塑料制品业,山东省,民营
6850,601163,三角轮胎,2022,橡胶和塑料制品业,山东省,民营
6851,601163,三角轮胎,2023,橡胶和塑料制品业,山东省,民营
6852,601177,杭齿前进,2018,通用设备制造业,浙江省,国企
6853,601177,杭齿前进,2019,通用设备制造业,浙江省,国企
6854,601177,杭齿前进,2020,通用设备制造业,浙江省,国企
6855,601177,杭齿前进,2021,通用设备制造业,浙江省,国企
6856,601177,杭齿前进,2022,通用设备制造业,浙江省,国企
6857,601177,杭齿前进,2023,通用设备制造业,浙江省,国企
6858,601179,中国西电,2018,电气机械和器材制造业,陕西省,国企
6859,601179,中国西电,2019,电气机械和器材制造业,陕西省,国企
6860,601179,中国西电,2020,电气机械和器材制造业,陕西省,国企
6861,601179,中国西电,2021,电气机械和器材制造业,陕西省,国企
6862,601179,中国西电,2022,电气机械和器材制造业,陕西省,国企
6863,601179,中国西电,2023,电气机械和器材制造业,陕西省,国企
6864,601208,东材科技,2018,化学原料和化学制品制造业,四川省,民营
6865,601208,东材科技,2019,化学原料和化学制品制造业,四川省,民营
6866,601208,东材科技,2020,化学原料和化学制品制造业,四川省,民营
6867,601208,东材科技,2021,化学原料和化学制品制造业,四川省,民营
6868,601208,东材科技,2022,化学原料和化学制品制造业,四川省,民营
6869,601208,东材科技,2023,化学原料和化学制品制造业,四川省,民营
6870,601216,君正集团,2018,化学原料和化学制品制造业,内蒙古自治区,民营
6871,601216,君正集团,2019,化学原料和化学制品制造业,内蒙古自治区,民营
6872,601216,君正集团,2020,化学原料和化学制品制造业,内蒙古自治区,民营
6873,601216,君正集团,2021,化学原料和化学制品制造业,内蒙古自治区,民营
6874,601216,君正集团,2022,化学原料和化学制品制造业,内蒙古自治区,民营
6875,601216,君正集团,2023,化学原料和化学制品制造业,内蒙古自治区,民营
6876,601218,吉鑫科技,2018,专用设备制造业,江苏省,民营
6877,601218,吉鑫科技,2019,专用设备制造业,江苏省,民营
6878,601218,吉鑫科技,2020,专用设备制造业,江苏省,民营
6879,601218,吉鑫科技,2021,专用设备制造业,江苏省,民营
6880,601218,吉鑫科技,2022,专用设备制造业,江苏省,民营
6881,601218,吉鑫科技,2023,专用设备制造业,江苏省,民营
6882,601222,林洋能源,2018,仪器仪表制造业,江苏省,民营
6883,601222,林洋能源,2019,仪器仪表制造业,江苏省,民营
6884,601222,林洋能源,2020,仪器仪表制造业,江苏省,民营
6885,601222,林洋能源,2021,仪器仪表制造业,江苏省,民营
6886,601222,林洋能源,2022,仪器仪表制造业,江苏省,民营
6887,601222,林洋能源,2023,电气机械和器材制造业,江苏省,民营
6888,601233,桐昆股份,2018,化学纤维制造业,浙江省,民营
6889,601233,桐昆股份,2019,化学纤维制造业,浙江省,民营
6890,601233,桐昆股份,2020,化学纤维制造业,浙江省,民营
6891,601233,桐昆股份,2021,化学纤维制造业,浙江省,民营
6892,601233,桐昆股份,2022,化学纤维制造业,浙江省,民营
6893,601233,桐昆股份,2023,化学纤维制造业,浙江省,民营
6894,601238,广汽集团,2018,汽车制造业,广东省,国企
6895,601238,广汽集团,2019,汽车制造业,广东省,国企
6896,601238,广汽集团,2020,汽车制造业,广东省,国企
6897,601238,广汽集团,2021,汽车制造业,广东省,国企
6898,601238,广汽集团,2022,汽车制造业,广东省,国企
6899,601238,广汽集团,2023,汽车制造业,广东省,国企
6900,601311,骆驼股份,2018,电气机械和器材制造业,湖北省,民营
6901,601311,骆驼股份,2019,电气机械和器材制造业,湖北省,民营
6902,601311,骆驼股份,2020,电气机械和器材制造业,湖北省,民营
6903,601311,骆驼股份,2021,电气机械和器材制造业,湖北省,民营
6904,601311,骆驼股份,2022,电气机械和器材制造业,湖北省,民营
6905,601311,骆驼股份,2023,电气机械和器材制造业,湖北省,民营
6906,601339,百隆东方,2018,纺织业,浙江省,外资
6907,601339,百隆东方,2019,纺织业,浙江省,外资
6908,601339,百隆东方,2020,纺织业,浙江省,外资
6909,601339,百隆东方,2021,纺织业,浙江省,外资
6910,601339,百隆东方,2022,纺织业,浙江省,外资
6911,601339,百隆东方,2023,纺织业,浙江省,外资
6912,601369,陕鼓动力,2018,电气机械和器材制造业,陕西省,国企
6913,601369,陕鼓动力,2019,电气机械和器材制造业,陕西省,国企
6914,601369,陕鼓动力,2020,电气机械和器材制造业,陕西省,国企
6915,601369,陕鼓动力,2021,电气机械和器材制造业,陕西省,国企
6916,601369,陕鼓动力,2022,电气机械和器材制造业,陕西省,国企
6917,601369,陕鼓动力,2023,通用设备制造业,陕西省,国企
6918,601388,怡球资源,2018,有色金属冶炼和压延加工业,江苏省,其他
6919,601388,怡球资源,2019,有色金属冶炼和压延加工业,江苏省,其他
6920,601388,怡球资源,2020,有色金属冶炼和压延加工业,江苏省,其他
6921,601388,怡球资源,2021,有色金属冶炼和压延加工业,江苏省,其他
6922,601388,怡球资源,2022,有色金属冶炼和压延加工业,江苏省,其他
6923,601388,怡球资源,2023,废弃资源综合利用业,江苏省,其他
6924,601500,通用股份,2018,橡胶和塑料制品业,江苏省,民营
6925,601500,通用股份,2019,橡胶和塑料制品业,江苏省,民营
6926,601500,通用股份,2020,橡胶和塑料制品业,江苏省,民营
6927,601500,通用股份,2021,橡胶和塑料制品业,江苏省,民营
6928,601500,通用股份,2022,橡胶和塑料制品业,江苏省,民营
6929,601500,通用股份,2023,橡胶和塑料制品业,江苏省,民营
6930,601515,东风股份,2018,印刷和记录媒介复制业,广东省,外资
6931,601515,东风股份,2019,印刷和记录媒介复制业,广东省,外资
6932,601515,东风股份,2020,印刷和记录媒介复制业,广东省,外资
6933,601515,东风股份,2021,印刷和记录媒介复制业,广东省,外资
6934,601515,东风股份,2022,印刷和记录媒介复制业,广东省,外资
6935,601515,东峰集团,2023,印刷和记录媒介复制业,广东省,外资
6936,601566,九牧王,2018,纺织服装、服饰业,福建省,外资
6937,601566,九牧王,2019,纺织服装、服饰业,福建省,外资
6938,601566,九牧王,2020,纺织服装、服饰业,福建省,外资
6939,601566,九牧王,2021,纺织服装、服饰业,福建省,外资
6940,601566,九牧王,2022,纺织服装、服饰业,福建省,外资
6941,601566,九牧王,2023,纺织服装、服饰业,福建省,外资
6942,601567,三星医疗,2018,仪器仪表制造业,浙江省,民营
6943,601567,三星医疗,2019,仪器仪表制造业,浙江省,民营
6944,601567,三星医疗,2020,仪器仪表制造业,浙江省,民营
6945,601567,三星医疗,2021,仪器仪表制造业,浙江省,民营
6946,601567,三星医疗,2022,仪器仪表制造业,浙江省,民营
6947,601567,三星医疗,2023,仪器仪表制造业,浙江省,民营
6948,601579,会稽山,2018,酒、饮料和精制茶制造业,浙江省,民营
6949,601579,会稽山,2019,酒、饮料和精制茶制造业,浙江省,民营
6950,601579,会稽山,2020,酒、饮料和精制茶制造业,浙江省,民营
6951,601579,会稽山,2021,酒、饮料和精制茶制造业,浙江省,民营
6952,601579,会稽山,2022,酒、饮料和精制茶制造业,浙江省,民营
6953,601579,会稽山,2023,酒、饮料和精制茶制造业,浙江省,民营
6954,601599,鹿港文化,2018,纺织业,江苏省,民营
6955,601599,鹿港文化,2019,纺织业,江苏省,民营
6956,601599,鹿港文化,2020,纺织业,江苏省,国企
6957,601599,浙文影业,2021,纺织业,浙江省,国企
6958,601599,浙文影业,2022,纺织业,浙江省,国企
6959,601599,浙文影业,2023,纺织业,浙江省,国企
6960,601600,中国铝业,2018,有色金属冶炼和压延加工业,北京市,国企
6961,601600,中国铝业,2019,有色金属冶炼和压延加工业,北京市,国企
6962,601600,中国铝业,2020,有色金属冶炼和压延加工业,北京市,国企
6963,601600,中国铝业,2021,有色金属冶炼和压延加工业,北京市,国企
6964,601600,中国铝业,2022,有色金属冶炼和压延加工业,北京市,国企
6965,601600,中国铝业,2023,有色金属冶炼和压延加工业,北京市,国企
6966,601608,中信重工,2018,专用设备制造业,河南省,国企
6967,601608,中信重工,2019,专用设备制造业,河南省,国企
6968,601608,中信重工,2020,专用设备制造业,河南省,国企
6969,601608,中信重工,2021,专用设备制造业,河南省,国企
6970,601608,中信重工,2022,专用设备制造业,河南省,国企
6971,601608,中信重工,2023,专用设备制造业,河南省,国企
6972,601616,广电电气,2018,电气机械和器材制造业,上海市,外资
6973,601616,广电电气,2019,电气机械和器材制造业,上海市,外资
6974,601616,广电电气,2020,电气机械和器材制造业,上海市,外资
6975,601616,广电电气,2021,电气机械和器材制造业,上海市,外资
6976,601616,广电电气,2022,电气机械和器材制造业,上海市,外资
6977,601616,广电电气,2023,电气机械和器材制造业,上海市,外资
6978,601633,长城汽车,2018,汽车制造业,河北省,民营
6979,601633,长城汽车,2019,汽车制造业,河北省,民营
6980,601633,长城汽车,2020,汽车制造业,河北省,民营
6981,601633,长城汽车,2021,汽车制造业,河北省,民营
6982,601633,长城汽车,2022,汽车制造业,河北省,民营
6983,601633,长城汽车,2023,汽车制造业,河北省,民营
6984,601636,旗滨集团,2018,非金属矿物制品业,湖南省,民营
6985,601636,旗滨集团,2019,非金属矿物制品业,湖南省,民营
6986,601636,旗滨集团,2020,非金属矿物制品业,湖南省,民营
6987,601636,旗滨集团,2021,非金属矿物制品业,湖南省,民营
6988,601636,旗滨集团,2022,非金属矿物制品业,湖南省,民营
6989,601636,旗滨集团,2023,非金属矿物制品业,湖南省,民营
6990,601677,明泰铝业,2018,有色金属冶炼和压延加工业,河南省,民营
6991,601677,明泰铝业,2019,有色金属冶炼和压延加工业,河南省,民营
6992,601677,明泰铝业,2020,有色金属冶炼和压延加工业,河南省,民营
6993,601677,明泰铝业,2021,有色金属冶炼和压延加工业,河南省,民营
6994,601677,明泰铝业,2022,有色金属冶炼和压延加工业,河南省,民营
6995,601677,明泰铝业,2023,有色金属冶炼和压延加工业,河南省,民营
6996,601689,拓普集团,2018,汽车制造业,浙江省,外资
6997,601689,拓普集团,2019,汽车制造业,浙江省,外资
6998,601689,拓普集团,2020,汽车制造业,浙江省,外资
6999,601689,拓普集团,2021,汽车制造业,浙江省,外资
7000,601689,拓普集团,2022,汽车制造业,浙江省,外资
7001,601689,拓普集团,2023,汽车制造业,浙江省,外资
7002,601700,风范股份,2018,金属制品业,江苏省,民营
7003,601700,风范股份,2019,金属制品业,江苏省,民营
7004,601700,风范股份,2020,金属制品业,江苏省,民营
7005,601700,风范股份,2021,金属制品业,江苏省,民营
7006,601700,风范股份,2022,金属制品业,江苏省,民营
7007,601700,风范股份,2023,金属制品业,江苏省,民营
7008,601717,郑煤机,2018,专用设备制造业,河南省,国企
7009,601717,郑煤机,2019,专用设备制造业,河南省,国企
7010,601717,郑煤机,2020,汽车制造业,河南省,国企
7011,601717,郑煤机,2021,汽车制造业,河南省,其他
7012,601717,郑煤机,2022,汽车制造业,河南省,其他
7013,601717,郑煤机,2023,汽车制造业,河南省,其他
7014,601718,际华集团,2018,纺织服装、服饰业,北京市,国企
7015,601718,际华集团,2019,纺织服装、服饰业,北京市,国企
7016,601718,际华集团,2020,纺织服装、服饰业,北京市,国企
7017,601718,际华集团,2021,纺织服装、服饰业,北京市,国企
7018,601718,际华集团,2022,纺织服装、服饰业,北京市,国企
7019,601718,际华集团,2023,纺织服装、服饰业,北京市,国企
7020,601727,上海电气,2018,通用设备制造业,上海市,国企
7021,601727,上海电气,2019,通用设备制造业,上海市,国企
7022,601727,上海电气,2020,通用设备制造业,上海市,国企
7023,601727,上海电气,2021,通用设备制造业,上海市,国企
7024,601727,上海电气,2022,通用设备制造业,上海市,国企
7025,601727,上海电气,2023,通用设备制造业,上海市,国企
7026,601766,中国中车,2018,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7027,601766,中国中车,2019,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7028,601766,中国中车,2020,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7029,601766,中国中车,2021,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7030,601766,中国中车,2022,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7031,601766,中国中车,2023,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7032,601799,星宇股份,2018,汽车制造业,江苏省,民营
7033,601799,星宇股份,2019,汽车制造业,江苏省,民营
7034,601799,星宇股份,2020,汽车制造业,江苏省,民营
7035,601799,星宇股份,2021,汽车制造业,江苏省,民营
7036,601799,星宇股份,2022,汽车制造业,江苏省,民营
7037,601799,星宇股份,2023,汽车制造业,江苏省,民营
7038,601877,正泰电器,2018,电气机械和器材制造业,浙江省,民营
7039,601877,正泰电器,2019,电气机械和器材制造业,浙江省,民营
7040,601877,正泰电器,2020,电气机械和器材制造业,浙江省,民营
7041,601877,正泰电器,2021,电气机械和器材制造业,浙江省,民营
7042,601877,正泰电器,2022,电气机械和器材制造业,浙江省,民营
7043,601877,正泰电器,2023,电气机械和器材制造业,浙江省,民营
7044,601882,海天精工,2018,通用设备制造业,浙江省,民营
7045,601882,海天精工,2019,通用设备制造业,浙江省,民营
7046,601882,海天精工,2020,通用设备制造业,浙江省,民营
7047,601882,海天精工,2021,通用设备制造业,浙江省,民营
7048,601882,海天精工,2022,通用设备制造业,浙江省,民营
7049,601882,海天精工,2023,通用设备制造业,浙江省,民营
7050,601890,亚星锚链,2018,铁路、船舶、航空航天和其他运输设备制造业,江苏省,民营
7051,601890,亚星锚链,2019,铁路、船舶、航空航天和其他运输设备制造业,江苏省,民营
7052,601890,亚星锚链,2020,铁路、船舶、航空航天和其他运输设备制造业,江苏省,民营
7053,601890,亚星锚链,2021,铁路、船舶、航空航天和其他运输设备制造业,江苏省,民营
7054,601890,亚星锚链,2022,铁路、船舶、航空航天和其他运输设备制造业,江苏省,民营
7055,601890,亚星锚链,2023,铁路、船舶、航空航天和其他运输设备制造业,江苏省,民营
7056,601908,京运通,2018,专用设备制造业,北京市,民营
7057,601908,京运通,2019,专用设备制造业,北京市,民营
7058,601908,京运通,2020,专用设备制造业,北京市,民营
7059,601908,京运通,2021,专用设备制造业,北京市,民营
7060,601908,京运通,2022,专用设备制造业,北京市,民营
7061,601908,京运通,2023,电气机械和器材制造业,北京市,民营
7062,601952,苏垦农发,2018,农副食品加工业,江苏省,国企
7063,601952,苏垦农发,2019,农副食品加工业,江苏省,国企
7064,601952,苏垦农发,2020,农副食品加工业,江苏省,国企
7065,601952,苏垦农发,2021,农副食品加工业,江苏省,国企
7066,601952,苏垦农发,2022,农副食品加工业,江苏省,国企
7067,601952,苏垦农发,2023,农副食品加工业,江苏省,国企
7068,601966,玲珑轮胎,2018,橡胶和塑料制品业,山东省,民营
7069,601966,玲珑轮胎,2019,橡胶和塑料制品业,山东省,民营
7070,601966,玲珑轮胎,2020,橡胶和塑料制品业,山东省,民营
7071,601966,玲珑轮胎,2021,橡胶和塑料制品业,山东省,民营
7072,601966,玲珑轮胎,2022,橡胶和塑料制品业,山东省,民营
7073,601966,玲珑轮胎,2023,橡胶和塑料制品业,山东省,民营
7074,601968,宝钢包装,2018,金属制品业,上海市,国企
7075,601968,宝钢包装,2019,金属制品业,上海市,国企
7076,601968,宝钢包装,2020,金属制品业,上海市,国企
7077,601968,宝钢包装,2021,金属制品业,上海市,国企
7078,601968,宝钢包装,2022,金属制品业,上海市,国企
7079,601968,宝钢包装,2023,金属制品业,上海市,国企
7080,601989,中国重工,2018,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7081,601989,中国重工,2019,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7082,601989,中国重工,2020,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7083,601989,中国重工,2021,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7084,601989,中国重工,2022,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7085,601989,中国重工,2023,铁路、船舶、航空航天和其他运输设备制造业,北京市,国企
7086,601996,丰林集团,2018,木材加工和木、竹、藤、棕、草制品业,广西壮族自治区,外资
7087,601996,丰林集团,2019,木材加工和木、竹、藤、棕、草制品业,广西壮族自治区,外资
7088,601996,丰林集团,2020,木材加工和木、竹、藤、棕、草制品业,广西壮族自治区,其他
7089,601996,丰林集团,2021,木材加工和木、竹、藤、棕、草制品业,广西壮族自治区,其他
7090,601996,丰林集团,2022,木材加工和木、竹、藤、棕、草制品业,广西壮族自治区,外资
7091,601996,丰林集团,2023,木材加工和木、竹、藤、棕、草制品业,广西壮族自治区,外资
7092,603006,联明股份,2018,汽车制造业,上海市,其他
7093,603006,联明股份,2019,汽车制造业,上海市,其他
7094,603006,联明股份,2020,汽车制造业,上海市,其他
7095,603006,联明股份,2021,汽车制造业,上海市,其他
